ds,Close,High,Low,Open,Adj Close,Volume
02-03-1988,1.598214,1.607143,1.553571,1.5625,1.275175,73080000
03-03-1988,1.660714,1.678571,1.589286,1.589286,1.325043,118440000
04-03-1988,1.674107,1.678571,1.625,1.642857,1.335729,52360000
07-03-1988,1.674107,1.705357,1.660714,1.669643,1.335729,51800000
08-03-1988,1.651786,1.678571,1.642857,1.669643,1.317919,36120000
09-03-1988,1.669643,1.6875,1.651786,1.651786,1.332167,33600000
10-03-1988,1.616071,1.6875,1.616071,1.678571,1.289424,44240000
11-03-1988,1.633929,1.633929,1.589286,1.625,1.303671,39480000
14-03-1988,1.651786,1.660714,1.625,1.633929,1.317919,24530800
15-03-1988,1.607143,1.651786,1.598214,1.642857,1.282299,45360000
16-03-1988,1.647321,1.65625,1.589286,1.602679,1.314357,29680000
17-03-1988,1.607143,1.660714,1.598214,1.651786,1.282299,65240000
18-03-1988,1.598214,1.625,1.580357,1.607143,1.275175,68040000
21-03-1988,1.566964,1.59375,1.535714,1.584821,1.250242,56840000
22-03-1988,1.571429,1.589286,1.544643,1.571429,1.253804,29794800
23-03-1988,1.517857,1.571429,1.495536,1.571429,1.211061,52360000
24-03-1988,1.459821,1.517857,1.428571,1.491071,1.164756,80080000
25-03-1988,1.433036,1.473214,1.428571,1.455357,1.143384,32760000
28-03-1988,1.482143,1.491071,1.410714,1.428571,1.182565,43120000
29-03-1988,1.464286,1.5,1.450893,1.482143,1.168317,53480000
30-03-1988,1.410714,1.473214,1.383929,1.455357,1.125574,92960000
31-03-1988,1.428571,1.446429,1.401786,1.419643,1.139822,54320000
04-04-1988,1.383929,1.446429,1.375,1.419643,1.104203,45360000
05-04-1988,1.401786,1.410714,1.375,1.401786,1.11845,36960000
06-04-1988,1.491071,1.491071,1.392857,1.410714,1.189689,47600000
07-04-1988,1.455357,1.513393,1.455357,1.491071,1.161193,40880000
08-04-1988,1.464286,1.491071,1.419643,1.455357,1.168317,50680000
11-04-1988,1.482143,1.5,1.464286,1.491071,1.182565,37240000
12-04-1988,1.491071,1.508929,1.473214,1.491071,1.189689,43400000
13-04-1988,1.473214,1.5,1.464286,1.491071,1.175441,35840000
14-04-1988,1.410714,1.482143,1.392857,1.446429,1.125574,47040000
15-04-1988,1.410714,1.428571,1.375,1.419643,1.125574,58240000
18-04-1988,1.428571,1.455357,1.401786,1.419643,1.139822,42560000
19-04-1988,1.4375,1.482143,1.433036,1.433036,1.146945,53082400
20-04-1988,1.419643,1.446429,1.401786,1.4375,1.132698,53760000
21-04-1988,1.410714,1.446429,1.392857,1.441964,1.125574,44520000
22-04-1988,1.433036,1.4375,1.410714,1.419643,1.143384,26910800
25-04-1988,1.459821,1.464286,1.428571,1.4375,1.164756,37520000
26-04-1988,1.482143,1.491071,1.455357,1.464286,1.182565,43960000
27-04-1988,1.491071,1.5,1.482143,1.491071,1.189689,31640000
28-04-1988,1.477679,1.5,1.473214,1.491071,1.179003,24791200
29-04-1988,1.464286,1.482143,1.446429,1.473214,1.168317,22498000
02-05-1988,1.464286,1.473214,1.446429,1.455357,1.168317,20549200
03-05-1988,1.491071,1.508929,1.455357,1.464286,1.189689,31080000
04-05-1988,1.5,1.540179,1.491071,1.495536,1.196813,56000000
05-05-1988,1.491071,1.508929,1.482143,1.5,1.189689,17614800
06-05-1988,1.473214,1.491071,1.473214,1.486607,1.175441,26759600
09-05-1988,1.455357,1.473214,1.446429,1.473214,1.161193,19093200
10-05-1988,1.459821,1.464286,1.4375,1.446429,1.164756,23976400
11-05-1988,1.410714,1.455357,1.410714,1.4375,1.125574,43680000
12-05-1988,1.419643,1.4375,1.410714,1.410714,1.132698,20745200
13-05-1988,1.446429,1.446429,1.428571,1.4375,1.15407,17850000
16-05-1988,1.473214,1.477679,1.428571,1.446429,1.17777,18690000
17-05-1988,1.446429,1.5,1.4375,1.482143,1.156356,48440000
18-05-1988,1.419643,1.455357,1.410714,1.446429,1.134942,43680000
19-05-1988,1.392857,1.419643,1.375,1.410714,1.113528,62440000
20-05-1988,1.383929,1.410714,1.383929,1.401786,1.10639,20434400
23-05-1988,1.357143,1.388393,1.334821,1.375,1.084976,45920000
24-05-1988,1.388393,1.392857,1.348214,1.357143,1.109959,35560000
25-05-1988,1.375,1.419643,1.375,1.392857,1.099252,33880000
26-05-1988,1.40625,1.410714,1.375,1.375,1.124235,21445200
27-05-1988,1.419643,1.428571,1.392857,1.401786,1.134942,20988800
31-05-1988,1.482143,1.482143,1.419643,1.428571,1.184908,30800000
01-06-1988,1.517857,1.517857,1.473214,1.482143,1.21346,57400000
02-06-1988,1.491071,1.517857,1.482143,1.5,1.192046,33320000
03-06-1988,1.535714,1.544643,1.491071,1.491071,1.227736,43960000
06-06-1988,1.571429,1.571429,1.526786,1.526786,1.256288,41160000
07-06-1988,1.571429,1.616071,1.553571,1.5625,1.256288,77840000
08-06-1988,1.607143,1.625,1.571429,1.580357,1.28484,64680000
09-06-1988,1.553571,1.616071,1.544643,1.607143,1.242012,67480000
10-06-1988,1.589286,1.598214,1.535714,1.553571,1.270564,44240000
13-06-1988,1.607143,1.616071,1.580357,1.607143,1.28484,37240000
14-06-1988,1.616071,1.642857,1.607143,1.616071,1.291978,73105200
15-06-1988,1.633929,1.633929,1.607143,1.616071,1.306254,30520000
16-06-1988,1.589286,1.616071,1.580357,1.607143,1.270564,26843600
17-06-1988,1.598214,1.598214,1.580357,1.598214,1.277702,23847600
20-06-1988,1.575893,1.598214,1.571429,1.584821,1.259857,19650400
21-06-1988,1.602679,1.607143,1.566964,1.571429,1.28127,30898000
22-06-1988,1.629464,1.638393,1.607143,1.625,1.302685,48890800
23-06-1988,1.607143,1.633929,1.607143,1.633929,1.28484,17847200
24-06-1988,1.607143,1.625,1.589286,1.607143,1.28484,18678800
27-06-1988,1.589286,1.620536,1.589286,1.589286,1.270564,20904800
28-06-1988,1.651786,1.651786,1.589286,1.598214,1.32053,40642000
29-06-1988,1.65625,1.669643,1.633929,1.642857,1.324099,35862400
30-06-1988,1.651786,1.669643,1.642857,1.651786,1.32053,28672000
01-07-1988,1.660714,1.674107,1.651786,1.660714,1.327669,23634800
05-07-1988,1.6875,1.6875,1.647321,1.660714,1.349082,26112800
06-07-1988,1.660714,1.696429,1.647321,1.683036,1.327669,39138400
07-07-1988,1.638393,1.660714,1.616071,1.660714,1.309823,26401200
08-07-1988,1.616071,1.642857,1.607143,1.625,1.291978,26348000
11-07-1988,1.611607,1.625,1.602679,1.625,1.288409,18407200
12-07-1988,1.598214,1.616071,1.589286,1.607143,1.277702,25225200
13-07-1988,1.598214,1.607143,1.580357,1.598214,1.277702,28792400
14-07-1988,1.607143,1.616071,1.589286,1.598214,1.28484,15702400
15-07-1988,1.607143,1.625,1.598214,1.607143,1.28484,20756400
18-07-1988,1.625,1.642857,1.616071,1.620536,1.299116,28375200
19-07-1988,1.598214,1.625,1.566964,1.607143,1.277702,30576000
20-07-1988,1.580357,1.607143,1.571429,1.598214,1.263426,30021600
21-07-1988,1.535714,1.571429,1.526786,1.5625,1.227736,37256800
22-07-1988,1.517857,1.544643,1.517857,1.535714,1.21346,25961600
25-07-1988,1.526786,1.544643,1.508929,1.526786,1.220598,26474000
26-07-1988,1.526786,1.544643,1.508929,1.526786,1.220598,25382000
27-07-1988,1.526786,1.544643,1.517857,1.526786,1.220598,29131200
28-07-1988,1.522321,1.535714,1.508929,1.517857,1.217029,23170000
29-07-1988,1.584821,1.589286,1.535714,1.544643,1.266995,39737600
01-08-1988,1.607143,1.633929,1.580357,1.589286,1.28484,21484400
02-08-1988,1.59375,1.625,1.589286,1.607143,1.274133,30321200
03-08-1988,1.598214,1.598214,1.571429,1.598214,1.277702,27711600
04-08-1988,1.59375,1.616071,1.589286,1.598214,1.274133,17228400
05-08-1988,1.580357,1.607143,1.580357,1.589286,1.263426,13165600
08-08-1988,1.571429,1.598214,1.571429,1.589286,1.256288,7484400
09-08-1988,1.553571,1.580357,1.535714,1.571429,1.242012,42506800
10-08-1988,1.495536,1.5625,1.491071,1.5625,1.195615,36951600
11-08-1988,1.544643,1.544643,1.5,1.508929,1.234874,26513200
12-08-1988,1.517857,1.535714,1.508929,1.535714,1.21346,19370400
15-08-1988,1.473214,1.508929,1.446429,1.508929,1.179993,41669600
16-08-1988,1.517857,1.544643,1.455357,1.464286,1.215751,30688000
17-08-1988,1.5,1.526786,1.491071,1.517857,1.201448,29736000
18-08-1988,1.517857,1.535714,1.491071,1.5,1.215751,18516400
19-08-1988,1.455357,1.526786,1.446429,1.517857,1.16569,56840000
22-08-1988,1.419643,1.455357,1.410714,1.4375,1.137085,42548800
23-08-1988,1.410714,1.4375,1.401786,1.419643,1.129933,40894000
24-08-1988,1.455357,1.455357,1.410714,1.419643,1.16569,31368400
25-08-1988,1.433036,1.446429,1.401786,1.4375,1.147812,31920000
26-08-1988,1.4375,1.455357,1.428571,1.428571,1.151387,10038000
29-08-1988,1.459821,1.464286,1.446429,1.455357,1.169266,14308000
30-08-1988,1.459821,1.464286,1.428571,1.455357,1.169266,12642000
31-08-1988,1.424107,1.46875,1.410714,1.464286,1.14066,59421600
01-09-1988,1.388393,1.419643,1.375,1.419643,1.112055,61684000
02-09-1988,1.419643,1.428571,1.392857,1.410714,1.137085,46575200
06-09-1988,1.388393,1.428571,1.383929,1.428571,1.112055,35862400
07-09-1988,1.366071,1.410714,1.348214,1.392857,1.094176,44777600
08-09-1988,1.383929,1.410714,1.348214,1.366071,1.108479,51814000
09-09-1988,1.446429,1.464286,1.348214,1.383929,1.158539,58668400
12-09-1988,1.464286,1.491071,1.433036,1.464286,1.172842,37007600
13-09-1988,1.464286,1.473214,1.428571,1.4375,1.172842,29920800
14-09-1988,1.5,1.513393,1.482143,1.491071,1.201448,59642800
15-09-1988,1.486607,1.526786,1.482143,1.5,1.190721,41440000
16-09-1988,1.508929,1.526786,1.477679,1.482143,1.208599,30940000
19-09-1988,1.491071,1.508929,1.473214,1.5,1.194296,23032800
20-09-1988,1.482143,1.508929,1.477679,1.491071,1.187145,25670400
21-09-1988,1.526786,1.535714,1.482143,1.491071,1.222902,22836800
22-09-1988,1.571429,1.571429,1.526786,1.535714,1.25866,36416800
23-09-1988,1.5625,1.580357,1.553571,1.553571,1.251508,25370800
26-09-1988,1.526786,1.571429,1.517857,1.5625,1.222902,21758800
27-09-1988,1.549107,1.553571,1.517857,1.517857,1.240781,40745600
28-09-1988,1.553571,1.575893,1.544643,1.553571,1.244357,21173600
29-09-1988,1.571429,1.580357,1.553571,1.5625,1.25866,26518800
30-09-1988,1.544643,1.571429,1.544643,1.571429,1.237205,23223200
03-10-1988,1.517857,1.544643,1.5,1.535714,1.215751,22694000
04-10-1988,1.482143,1.526786,1.46875,1.508929,1.187145,12913600
05-10-1988,1.459821,1.491071,1.446429,1.473214,1.169266,30800000
06-10-1988,1.419643,1.459821,1.401786,1.446429,1.137085,41941200
07-10-1988,1.419643,1.419643,1.370536,1.392857,1.137085,114396800
10-10-1988,1.375,1.419643,1.339286,1.410714,1.101327,83160000
11-10-1988,1.392857,1.410714,1.366071,1.366071,1.11563,48638800
12-10-1988,1.383929,1.392857,1.357143,1.375,1.108479,33236000
13-10-1988,1.392857,1.419643,1.375,1.375,1.11563,41115200
14-10-1988,1.383929,1.410714,1.361607,1.410714,1.108479,39312000
17-10-1988,1.375,1.392857,1.366071,1.375,1.101327,23422000
18-10-1988,1.40625,1.410714,1.366071,1.392857,1.126358,35649600
19-10-1988,1.428571,1.455357,1.410714,1.419643,1.144236,69330800
20-10-1988,1.482143,1.486607,1.428571,1.428571,1.187145,43366400
21-10-1988,1.464286,1.491071,1.455357,1.473214,1.172842,30900800
24-10-1988,1.428571,1.473214,1.415179,1.473214,1.144236,33790400
25-10-1988,1.424107,1.4375,1.419643,1.4375,1.14066,21296800
26-10-1988,1.401786,1.428571,1.375,1.428571,1.122781,47180000
27-10-1988,1.392857,1.401786,1.366071,1.383929,1.11563,35921200
28-10-1988,1.375,1.410714,1.375,1.392857,1.101327,21120400
31-10-1988,1.379464,1.383929,1.339286,1.383929,1.104903,60726400
01-11-1988,1.357143,1.383929,1.348214,1.375,1.087024,35924000
02-11-1988,1.330357,1.366071,1.3125,1.366071,1.06557,52130400
03-11-1988,1.325893,1.339286,1.3125,1.330357,1.061994,60614400
04-11-1988,1.348214,1.357143,1.3125,1.3125,1.079873,38449600
07-11-1988,1.339286,1.348214,1.321429,1.330357,1.072721,42520800
08-11-1988,1.375,1.383929,1.334821,1.339286,1.101327,38631600
09-11-1988,1.401786,1.40625,1.357143,1.366071,1.122781,50430800
10-11-1988,1.410714,1.419643,1.392857,1.410714,1.129933,24978800
11-11-1988,1.375,1.415179,1.375,1.392857,1.101327,27171200
14-11-1988,1.388393,1.392857,1.366071,1.383929,1.112055,21308000
15-11-1988,1.392857,1.401786,1.383929,1.392857,1.11563,20000400
16-11-1988,1.357143,1.401786,1.348214,1.392857,1.087024,36960000
17-11-1988,1.366071,1.375,1.357143,1.357143,1.094176,19885600
18-11-1988,1.357143,1.375,1.357143,1.375,1.087024,14397600
21-11-1988,1.308036,1.348214,1.294643,1.339286,1.050455,55476400
22-11-1988,1.290179,1.316964,1.285714,1.303571,1.036113,37046800
23-11-1988,1.316964,1.321429,1.267857,1.276786,1.057624,46998000
25-11-1988,1.303571,1.3125,1.285714,1.294643,1.046869,12073600
28-11-1988,1.303571,1.3125,1.285714,1.303571,1.046869,34840400
29-11-1988,1.3125,1.3125,1.285714,1.303571,1.054039,23167200
30-11-1988,1.34375,1.357143,1.3125,1.3125,1.079135,41960800
01-12-1988,1.383929,1.392857,1.339286,1.348214,1.111402,53040400
02-12-1988,1.401786,1.424107,1.357143,1.366071,1.125743,83428800
05-12-1988,1.410714,1.428571,1.383929,1.410714,1.132913,38603600
06-12-1988,1.410714,1.419643,1.392857,1.401786,1.132913,26233200
07-12-1988,1.40625,1.410714,1.383929,1.392857,1.129328,24533600
08-12-1988,1.397321,1.401786,1.383929,1.401786,1.122158,14865200
09-12-1988,1.397321,1.410714,1.383929,1.401786,1.122158,11239200
12-12-1988,1.375,1.410714,1.375,1.401786,1.104232,29470000
13-12-1988,1.383929,1.383929,1.366071,1.375,1.111402,30637600
14-12-1988,1.419643,1.428571,1.375,1.375,1.140083,48325200
15-12-1988,1.410714,1.446429,1.401786,1.428571,1.132913,28142800
16-12-1988,1.433036,1.446429,1.401786,1.410714,1.150839,45872400
19-12-1988,1.455357,1.464286,1.428571,1.4375,1.168765,58581600
20-12-1988,1.464286,1.482143,1.450893,1.464286,1.175936,68546800
21-12-1988,1.491071,1.5,1.464286,1.464286,1.197446,60491200
22-12-1988,1.464286,1.5,1.455357,1.491071,1.175936,26507600
23-12-1988,1.46875,1.477679,1.464286,1.464286,1.17952,10239600
27-12-1988,1.446429,1.482143,1.446429,1.464286,1.161595,14996800
28-12-1988,1.4375,1.455357,1.419643,1.446429,1.154425,12885600
29-12-1988,1.446429,1.455357,1.4375,1.4375,1.161595,29453200
30-12-1988,1.4375,1.473214,1.4375,1.446429,1.154425,20423200
03-01-1989,1.441964,1.446429,1.428571,1.4375,1.158009,25004000
04-01-1989,1.5,1.504464,1.446429,1.455357,1.204616,59987200
05-01-1989,1.508929,1.544643,1.473214,1.5,1.211787,76832000
06-01-1989,1.522321,1.553571,1.508929,1.508929,1.222542,49666400
09-01-1989,1.535714,1.540179,1.508929,1.535714,1.233298,19826800
10-01-1989,1.522321,1.53125,1.482143,1.517857,1.222542,25830000
11-01-1989,1.504464,1.517857,1.473214,1.508929,1.208202,39032000
12-01-1989,1.526786,1.535714,1.5,1.508929,1.226128,37578800
13-01-1989,1.544643,1.553571,1.513393,1.526786,1.240468,48476400
16-01-1989,1.5625,1.571429,1.535714,1.544643,1.254809,42148400
17-01-1989,1.441964,1.553571,1.428571,1.544643,1.158009,189151200
18-01-1989,1.419643,1.46875,1.410714,1.455357,1.140083,121982000
19-01-1989,1.446429,1.464286,1.428571,1.446429,1.161595,63996800
20-01-1989,1.464286,1.482143,1.4375,1.446429,1.175936,43433600
23-01-1989,1.464286,1.473214,1.455357,1.455357,1.175936,45133200
24-01-1989,1.486607,1.491071,1.455357,1.464286,1.193861,55823600
25-01-1989,1.482143,1.5,1.464286,1.491071,1.190276,27734000
26-01-1989,1.491071,1.504464,1.450893,1.455357,1.197446,71316000
27-01-1989,1.34375,1.401786,1.294643,1.366071,1.079135,531792800
30-01-1989,1.334821,1.357143,1.330357,1.34375,1.071965,146624800
31-01-1989,1.348214,1.348214,1.3125,1.330357,1.082721,115088400
01-02-1989,1.401786,1.415179,1.334821,1.348214,1.125743,121889600
02-02-1989,1.419643,1.4375,1.401786,1.410714,1.140083,118372800
03-02-1989,1.401786,1.4375,1.392857,1.428571,1.125743,44727200
06-02-1989,1.375,1.410714,1.366071,1.410714,1.104232,29184400
07-02-1989,1.392857,1.401786,1.366071,1.366071,1.118572,41288800
08-02-1989,1.366071,1.410714,1.357143,1.392857,1.097061,39253200
09-02-1989,1.366071,1.392857,1.357143,1.366071,1.097061,40202400
10-02-1989,1.330357,1.366071,1.321429,1.366071,1.06838,87085600
13-02-1989,1.321429,1.330357,1.3125,1.3125,1.06121,58797200
14-02-1989,1.276786,1.321429,1.258929,1.316964,1.025358,222894000
15-02-1989,1.294643,1.294643,1.267857,1.276786,1.039699,82656000
16-02-1989,1.299107,1.330357,1.285714,1.294643,1.043283,63924000
17-02-1989,1.3125,1.321429,1.294643,1.294643,1.056944,29212400
21-02-1989,1.339286,1.348214,1.3125,1.316964,1.078514,47639200
22-02-1989,1.3125,1.339286,1.303571,1.330357,1.056944,59581200
23-02-1989,1.3125,1.321429,1.294643,1.303571,1.056944,23842000
24-02-1989,1.285714,1.321429,1.285714,1.321429,1.035374,38032400
27-02-1989,1.303571,1.303571,1.276786,1.285714,1.049754,28980000
28-02-1989,1.294643,1.3125,1.285714,1.303571,1.042564,44004800
01-03-1989,1.285714,1.303571,1.267857,1.294643,1.035374,42532000
02-03-1989,1.25,1.294643,1.241071,1.276786,1.006613,94082800
03-03-1989,1.241071,1.258929,1.214286,1.258929,0.999423,96944400
06-03-1989,1.267857,1.28125,1.232143,1.25,1.020994,42128800
07-03-1989,1.276786,1.285714,1.25,1.267857,1.028184,65172800
08-03-1989,1.258929,1.294643,1.258929,1.272321,1.013803,54073600
09-03-1989,1.232143,1.276786,1.232143,1.258929,0.992233,33359200
10-03-1989,1.25,1.25,1.223214,1.232143,1.006613,25678800
13-03-1989,1.25,1.267857,1.241071,1.25,1.006613,32776800
14-03-1989,1.258929,1.267857,1.245536,1.25,1.013803,40485200
15-03-1989,1.25,1.267857,1.241071,1.258929,1.006613,22514800
16-03-1989,1.258929,1.267857,1.232143,1.25,1.013803,48059200
17-03-1989,1.245536,1.276786,1.214286,1.232143,1.003018,59281600
20-03-1989,1.245536,1.258929,1.232143,1.25,1.003018,45362800
21-03-1989,1.245536,1.267857,1.241071,1.267857,1.003018,32048800
22-03-1989,1.209821,1.241071,1.205357,1.223214,0.974258,36212400
23-03-1989,1.227679,1.232143,1.205357,1.214286,0.988638,29727600
27-03-1989,1.205357,1.232143,1.196429,1.223214,0.970663,37914800
28-03-1989,1.214286,1.232143,1.214286,1.214286,0.977853,35313600
29-03-1989,1.223214,1.232143,1.214286,1.214286,0.985043,18600400
30-03-1989,1.241071,1.25,1.214286,1.223214,0.999423,26311600
31-03-1989,1.272321,1.276786,1.241071,1.25,1.024589,46337200
03-04-1989,1.25,1.294643,1.241071,1.267857,1.006613,41571600
04-04-1989,1.232143,1.245536,1.209821,1.232143,0.992233,28932400
05-04-1989,1.25,1.258929,1.223214,1.232143,1.006613,30063600
06-04-1989,1.285714,1.290179,1.232143,1.241071,1.035374,39093600
07-04-1989,1.334821,1.339286,1.285714,1.285714,1.074919,88746000
10-04-1989,1.321429,1.357143,1.3125,1.330357,1.064134,33843600
11-04-1989,1.348214,1.357143,1.321429,1.339286,1.085704,36635200
12-04-1989,1.375,1.401786,1.352679,1.366071,1.107275,96978000
13-04-1989,1.375,1.410714,1.366071,1.383929,1.107275,45318000
14-04-1989,1.383929,1.401786,1.366071,1.392857,1.114464,30839200
17-04-1989,1.401786,1.401786,1.357143,1.375,1.128845,35036400
18-04-1989,1.433036,1.446429,1.401786,1.410714,1.15401,140246400
19-04-1989,1.459821,1.486607,1.419643,1.428571,1.175581,106470000
20-04-1989,1.455357,1.482143,1.4375,1.455357,1.171986,44954000
21-04-1989,1.433036,1.459821,1.419643,1.446429,1.15401,28792400
24-04-1989,1.433036,1.4375,1.410714,1.428571,1.15401,27697600
25-04-1989,1.428571,1.446429,1.419643,1.428571,1.150415,29044400
26-04-1989,1.419643,1.4375,1.397321,1.428571,1.143225,46533200
27-04-1989,1.40625,1.428571,1.392857,1.410714,1.13244,34846000
28-04-1989,1.392857,1.410714,1.375,1.401786,1.121655,25964400
01-05-1989,1.392857,1.401786,1.375,1.375,1.121655,20165600
02-05-1989,1.424107,1.4375,1.392857,1.392857,1.14682,53936400
03-05-1989,1.4375,1.455357,1.419643,1.419643,1.157606,55134800
04-05-1989,1.464286,1.473214,1.428571,1.4375,1.179176,47227600
05-05-1989,1.482143,1.526786,1.482143,1.517857,1.193556,115189200
08-05-1989,1.508929,1.508929,1.482143,1.482143,1.215126,51480800
09-05-1989,1.517857,1.535714,1.5,1.5,1.222316,86693600
10-05-1989,1.544643,1.553571,1.517857,1.535714,1.243886,58609600
11-05-1989,1.566964,1.580357,1.535714,1.544643,1.261862,75236000
12-05-1989,1.607143,1.607143,1.571429,1.589286,1.294217,116785200
15-05-1989,1.642857,1.651786,1.598214,1.598214,1.322978,79475200
16-05-1989,1.620536,1.651786,1.607143,1.642857,1.305002,57167600
17-05-1989,1.616071,1.625,1.607143,1.616071,1.301407,62115200
18-05-1989,1.598214,1.625,1.598214,1.616071,1.287027,52813600
19-05-1989,1.633929,1.651786,1.598214,1.598214,1.315787,82692400
22-05-1989,1.642857,1.651786,1.616071,1.633929,1.325874,47600000
23-05-1989,1.625,1.642857,1.616071,1.642857,1.311463,33616800
24-05-1989,1.705357,1.705357,1.616071,1.616071,1.376315,74401600
25-05-1989,1.723214,1.75,1.6875,1.6875,1.390727,58091600
26-05-1989,1.732143,1.75,1.714286,1.723214,1.397933,28128800
30-05-1989,1.696429,1.75,1.691964,1.723214,1.36911,27980400
31-05-1989,1.705357,1.71875,1.678571,1.696429,1.376315,28803600
01-06-1989,1.741071,1.758929,1.696429,1.705357,1.405138,44875600
02-06-1989,1.75,1.767857,1.732143,1.732143,1.412344,31119200
05-06-1989,1.678571,1.75,1.660714,1.741071,1.354697,31029600
06-06-1989,1.669643,1.678571,1.651786,1.669643,1.347492,36251600
07-06-1989,1.723214,1.732143,1.669643,1.669643,1.390727,43918000
08-06-1989,1.700893,1.75,1.6875,1.732143,1.372712,44503200
09-06-1989,1.678571,1.705357,1.660714,1.6875,1.354697,23604000
12-06-1989,1.696429,1.705357,1.651786,1.669643,1.36911,20216000
13-06-1989,1.732143,1.741071,1.678571,1.696429,1.397933,57744400
14-06-1989,1.772321,1.794643,1.723214,1.75,1.430359,62826400
15-06-1989,1.696429,1.776786,1.696429,1.767857,1.36911,40350800
16-06-1989,1.589286,1.625,1.553571,1.598214,1.282639,135500400
19-06-1989,1.571429,1.598214,1.553571,1.589286,1.268227,45780000
20-06-1989,1.535714,1.571429,1.508929,1.571429,1.239405,33633600
21-06-1989,1.517857,1.553571,1.508929,1.535714,1.224993,32466000
22-06-1989,1.544643,1.5625,1.5,1.517857,1.24661,34300000
23-06-1989,1.566964,1.580357,1.544643,1.544643,1.264625,30973600
26-06-1989,1.553571,1.571429,1.544643,1.571429,1.253816,45959200
27-06-1989,1.522321,1.580357,1.517857,1.5625,1.228595,26446000
28-06-1989,1.491071,1.508929,1.464286,1.508929,1.203375,64257200
29-06-1989,1.450893,1.473214,1.428571,1.464286,1.170949,58380000
30-06-1989,1.473214,1.491071,1.410714,1.446429,1.188964,41185200
03-07-1989,1.455357,1.491071,1.455357,1.491071,1.174552,12087600
05-07-1989,1.446429,1.455357,1.428571,1.446429,1.167346,29789200
06-07-1989,1.473214,1.491071,1.4375,1.455357,1.188964,43481200
07-07-1989,1.473214,1.5,1.446429,1.473214,1.188964,26527200
10-07-1989,1.446429,1.473214,1.428571,1.464286,1.167346,50923600
11-07-1989,1.419643,1.464286,1.419643,1.455357,1.145729,60981200
12-07-1989,1.428571,1.4375,1.410714,1.419643,1.152935,31032400
13-07-1989,1.450893,1.464286,1.410714,1.428571,1.170949,56358400
14-07-1989,1.455357,1.464286,1.419643,1.455357,1.174552,64330000
17-07-1989,1.455357,1.473214,1.419643,1.455357,1.174552,32723600
18-07-1989,1.401786,1.455357,1.383929,1.455357,1.131317,119327600
19-07-1989,1.446429,1.455357,1.392857,1.410714,1.167346,59743600
20-07-1989,1.428571,1.473214,1.419643,1.455357,1.152935,59018400
21-07-1989,1.428571,1.428571,1.392857,1.419643,1.152935,34871200
24-07-1989,1.401786,1.419643,1.401786,1.419643,1.131317,28996800
25-07-1989,1.383929,1.419643,1.357143,1.401786,1.116905,52460800
26-07-1989,1.366071,1.375,1.348214,1.366071,1.102494,58436000
27-07-1989,1.401786,1.410714,1.357143,1.366071,1.131317,43268400
28-07-1989,1.40625,1.419643,1.392857,1.401786,1.13492,29834000
31-07-1989,1.419643,1.428571,1.392857,1.401786,1.145729,27966400
01-08-1989,1.424107,1.4375,1.401786,1.419643,1.149331,34885200
02-08-1989,1.446429,1.446429,1.410714,1.419643,1.167346,25351200
03-08-1989,1.473214,1.482143,1.446429,1.446429,1.188964,43234800
04-08-1989,1.526786,1.526786,1.46875,1.473214,1.232199,45838800
07-08-1989,1.5625,1.571429,1.522321,1.535714,1.261022,42053200
08-08-1989,1.575893,1.598214,1.553571,1.553571,1.271831,51548000
09-08-1989,1.571429,1.633929,1.566964,1.571429,1.268227,48790000
10-08-1989,1.544643,1.571429,1.526786,1.571429,1.24661,38091200
11-08-1989,1.495536,1.571429,1.473214,1.571429,1.206979,57520400
14-08-1989,1.455357,1.5,1.446429,1.482143,1.174552,25706800
15-08-1989,1.477679,1.482143,1.455357,1.455357,1.192567,40933200
16-08-1989,1.441964,1.491071,1.428571,1.482143,1.163743,30133600
17-08-1989,1.464286,1.473214,1.428571,1.4375,1.181758,38329200
18-08-1989,1.508929,1.517857,1.482143,1.491071,1.217787,21016800
21-08-1989,1.508929,1.544643,1.5,1.508929,1.220675,34456800
22-08-1989,1.53125,1.535714,1.5,1.5,1.238732,27958000
23-08-1989,1.5625,1.580357,1.517857,1.535714,1.264012,43411200
24-08-1989,1.575893,1.589286,1.553571,1.5625,1.274847,40731600
25-08-1989,1.598214,1.607143,1.571429,1.571429,1.292904,40348000
28-08-1989,1.598214,1.607143,1.571429,1.589286,1.292904,20414800
29-08-1989,1.575893,1.607143,1.5625,1.598214,1.274847,44226000
30-08-1989,1.589286,1.598214,1.571429,1.571429,1.285681,29024800
31-08-1989,1.589286,1.607143,1.580357,1.589286,1.285681,14072800
01-09-1989,1.59375,1.598214,1.580357,1.589286,1.289293,18530400
05-09-1989,1.598214,1.620536,1.589286,1.589286,1.292904,28705600
06-09-1989,1.598214,1.602679,1.571429,1.598214,1.292904,21688800
07-09-1989,1.598214,1.625,1.598214,1.598214,1.292904,28473200
08-09-1989,1.607143,1.616071,1.589286,1.598214,1.300127,13958000
11-09-1989,1.633929,1.642857,1.589286,1.598214,1.321796,24648400
12-09-1989,1.642857,1.669643,1.607143,1.625,1.329019,25897200
13-09-1989,1.607143,1.665179,1.607143,1.651786,1.300127,32172000
14-09-1989,1.598214,1.616071,1.589286,1.607143,1.292904,32821600
15-09-1989,1.607143,1.616071,1.580357,1.607143,1.300127,31217200
